08-13 15:28 drqa.retriever.tfidf_doc_ranker INFO     Loading /work/mithunpaul/fever/my_fork/fever-baselines/data/index/fever-tfidf-ngram=2-hash=16777216-tokenizer=simple.npz
08-13 15:28 root         DEBUG    Amyotrophic lateral sclerosis is a disease that usually starts around the age of 60 .
08-13 15:28 root         DEBUG    The disease usually starts around the age of 60 and in inherited cases around the age of 50 .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Billboard Dad was released in the 1990s .
08-13 15:28 root         DEBUG    Billboard Dad -LRB- film -RRB- is a 1998 American direct-to-video comedy film , directed by Alan Metter starring Mary-Kate and Ashley Olsen .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Connie Nielsen is a film actress .
08-13 15:28 root         DEBUG    Connie Inge-Lise Nielsen -LRB- born 3 July 1965 -RRB- is a Danish actress whose first major role in an English language film was a supporting role in The Devil 's Advocate -LRB- 1997 -RRB- ; Nielsen later gained international attention for her role in Ridley Scott 's Gladiator -LRB- 2000 -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Barry Van Dyke is the second son of American actor Dick Van Dyke .
08-13 15:28 root         DEBUG    Barry Van Dyke -LRB- born July 31 , 1951 -RRB- is an American actor and the second son of actor and entertainer Dick Van Dyke plus he was the stepson of makeup artist Arlene Silver-Van Dyke and nephew of Jerry Van Dyke .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Polar bears depend on the Arctic Ocean as their main food source .
08-13 15:28 root         DEBUG    The polar bear -LRB- ursus #Latin maritimus #Latin -RRB- is a carnivorous bear whose native range lies largely within the Arctic Circle , encompassing the Arctic Ocean , its surrounding seas and surrounding land masses .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Private Lives is a two act comedy from 1930 .
08-13 15:28 root         DEBUG    Private Lives is a 1930 comedy of manners in three acts by Noël Coward .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    In California , Stephen Hillenburg was raised .
08-13 15:28 root         DEBUG    Born in Lawton , Oklahoma and raised in Anaheim , California , Hillenburg became fascinated with the ocean as a child and also developed an interest in art .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Speech recognition incorporates two things into multiple fields .
08-13 15:28 root         DEBUG    It incorporates knowledge and research in the linguistics , computer science , and electrical engineering fields .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Gaga 's second consecutive number-one record in the United States was Artpop .
08-13 15:28 root         DEBUG    The album received generally mixed reviews from music critics , but was commercially successful , debuting at number one on the United States Billboard 200 with first-week sales of 258,000 copies , becoming Gaga 's second consecutive number-one record in the United States and selling 757,000 copies .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Sterile Cuckoo was directed by Tim Burton .
08-13 15:28 root         DEBUG    The movie was adapted by Alvin Sargent from the 1965 novel by John Nichols , and directed by Alan J. Pakula , in his directing debut .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    A song on Virgin Records was released by Mel B.
08-13 15:28 root         DEBUG    Brown began her solo career when she released `` I Want You Back '' with Missy Elliott on Virgin Records .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Dreamer -LRB- 2005 film -RRB- was written by Michael Bay only .
08-13 15:28 root         DEBUG    Dreamer is a 2005 American sports drama film written and directed by John Gatins in his directorial debut .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Camden , New Jersey is the home of a school that was founded as the South Jersey Law School in 1920 .
08-13 15:28 root         DEBUG    The city is the home of Rutgers University -- Camden , which was founded as the South Jersey Law School in 1926 , and Cooper Medical School of Rowan University , which opened in 2012 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Finding Dory was directed by an American .
08-13 15:28 root         DEBUG    Directed by Andrew Stanton with co-direction by Angus MacLane , the screenplay was written by Stanton and Victoria Strouse . Andrew Stanton -LRB- born December 3 , 1965 -RRB- is an American film director , screenwriter , producer and voice actor based at Pixar .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Ralph Fults was born January 23 1911 and died in March of 1993 .
08-13 15:28 root         DEBUG    Ralph Fults -LRB- January 23 , 1911 -- March 16 , 1993 -RRB- was a Depression-era outlaw and escape artist associated with Raymond Hamilton , Bonnie Parker and Clyde Barrow of the Barrow Gang .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Buffy Summers has been portrayed by an actress .
08-13 15:28 root         DEBUG    Buffy was portrayed by Kristy Swanson in the film , and later by Sarah Michelle Gellar in the television series . Sarah Michelle Prinze -LRB- née Gellar ; born April 14 , 1977 -RRB- is an American actress , producer , and entrepreneur .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Hunchback of Notre Dame features a character .
08-13 15:28 root         DEBUG    The film is based on Victor Hugo 's 1831 novel of the same name , and is notable for the grand sets that recall 15th century Paris as well as for Chaney 's performance and make-up as the tortured hunchback Quasimodo . Quasimodo -LRB- from Quasimodo Sunday -RRB- is a fictional character and the protagonist of the novel The Hunchback of Notre-Dame -LRB- 1831 -RRB- by Victor Hugo .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Wentworth Miller made his screenwriting debut with the 80s film Stoker .
08-13 15:28 root         DEBUG    He made his screenwriting debut with the 2013 thriller film Stoker .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Trollhunters was produced by Adam Sandler .
08-13 15:28 root         DEBUG    Trollhunters is an American computer-animated fantasy television series created for Netflix by Guillermo del Toro and produced by DreamWorks Animation and Double Dare You .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Harvard University is not a research university .
08-13 15:28 root         DEBUG    Harvard University is a private Ivy League research university in Cambridge , Massachusetts , established in 1636 , whose history , influence , and wealth have made it one of the world 's most prestigious universities .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The Beach is a film that falls under the adventure drama genre .
08-13 15:28 root         DEBUG    The Beach is a 2000 adventure drama film directed by Danny Boyle and based on the 1996 novel of the same name by Alex Garland , which was adapted for the film by John Hodge .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    The CONCACAF Champions League is organized for dead bodies .
08-13 15:28 root         DEBUG    The CONCACAF Champions League is an annual continental football club competition organized by CONCACAF for the top football clubs in North America , Central America and the Caribbean .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Seven miles west of downtown Portland is the city center of Beaverton , Oregon .
08-13 15:28 root         DEBUG    The city center is 7 mi west of downtown Portland in the Tualatin River Valley .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Starrcade was an annual professional wrestling event .
08-13 15:28 root         DEBUG    Starrcade was an annual professional wrestling event , originally broadcast via closed-circuit television and eventually broadcast via pay-per-view television , held from 1983 to 2000 by the National Wrestling Alliance -LRB- NWA -RRB- and later World Championship Wrestling -LRB- WCW -RRB- .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Daggering is incapable of being a form of dance .
08-13 15:28 root         DEBUG    Daggering is a form of dance originating from Jamaica .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    In the End was the only track on Hybrid Theory .
08-13 15:28 root         DEBUG    It is the eighth track on their debut album Hybrid Theory -LRB- 2000 -RRB- and was released as the album 's fourth single October 9 , 2001 .
08-13 15:28 root         DEBUG    gold:REFUTES
08-13 15:28 root         DEBUG    predicted:SUPPORTS
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Bonn is the birthplace of Ludwig van Beethoven .
08-13 15:28 root         DEBUG    Born in Bonn , then the capital of the Electorate of Cologne and part of the Holy Roman Empire , Beethoven displayed his musical talents at an early age and was taught by his father Johann van Beethoven and by composer and conductor Christian Gottlob Neefe .
08-13 15:28 root         DEBUG    gold:SUPPORTS
08-13 15:28 root         DEBUG    predicted:REFUTES
08-13 15:28 root         DEBUG    wrong predictions
08-13 15:28 root         DEBUG    Brian Michael Bendis has worked in the movie industry .
08-13 15:28 root         DEBUG    In addition to writing comics he has worked in television , video games and film , and began teaching writing at University of Oregon in Fall 2013 . Brian Michael Bendis -LRB- born August 18 , 1967 -RRB- is an American comic book writer and artist .
